customer_id,country,language
1501,France,English
1502,USA,French
1503,Sweden,Spanish
1504,Spain,Spanish
1505,Canada,Italian
1506,Canada,Italian
1507,UK,Spanish
1508,Canada,Italian
1509,Australia,English
1510,Italy,French
1511,Germany,German
1512,France,German
1513,Italy,German
1514,Spain,Spanish
1515,France,French
1516,Canada,French
1517,UK,Italian
1518,Canada,French
1519,Canada,French
1520,Netherlands,Spanish
1521,Spain,Spanish
1522,Canada,Italian
1523,Spain,French
1524,Netherlands,German
1525,Netherlands,German
1526,Canada,English
1527,UK,German
1528,Australia,English
1529,Germany,German
1530,UK,English
1531,Germany,German
1532,Italy,Italian
1533,USA,German
1534,France,French
1535,USA,Spanish
1536,Netherlands,Italian
1537,Sweden,French
1538,Canada,Spanish
1539,Canada,French
1540,Canada,English
1541,USA,French
1542,UK,French
1543,Italy,German
1544,Canada,Italian
1545,Australia,German
1546,Canada,English
1547,Canada,French
1548,Netherlands,French
1549,Canada,German
1550,Canada,English
1551,Netherlands,English
1552,UK,Italian
1553,Italy,Spanish
1554,Netherlands,English
1555,Italy,Spanish
1556,UK,German
1557,Germany,French
1558,France,German
1559,Netherlands,French
1560,USA,Italian
1561,Australia,Italian
1562,Germany,German
1563,Netherlands,Spanish
1564,Sweden,Spanish
1565,USA,English
1566,France,Spanish
1567,UK,Spanish
1568,Germany,Italian
1569,Germany,Italian
1570,USA,Spanish
1571,Spain,Spanish
1572,Sweden,Spanish
1573,Spain,Italian
1574,Sweden,German
1575,Italy,German
1576,UK,English
1577,Spain,Italian
1578,Germany,English
1579,France,English
1580,Netherlands,Italian
1581,Spain,Italian
1582,Germany,French
1583,Canada,French
1584,Germany,German
1585,Sweden,English
1586,Germany,Italian
1587,Italy,German
1588,UK,French
1589,Germany,Italian
1590,Spain,German
1591,Australia,English
1592,Spain,Italian
1593,Australia,French
1594,Australia,French
1595,Netherlands,Italian
1596,France,French
1597,Netherlands,English
1598,Canada,English
1599,Germany,Italian
1600,Germany,English
1601,Sweden,Spanish
1602,USA,German
1603,Australia,French
1604,UK,German
1605,UK,German
1606,USA,English
1607,UK,Italian
1608,UK,English
1609,Sweden,German
1610,Canada,German
1611,Italy,Italian
1612,Canada,German
1613,France,German
1614,UK,French
1615,Italy,Spanish
1616,Spain,French
1617,Sweden,Italian
1618,Spain,French
1619,Australia,French
1620,Italy,German
1621,France,French
1622,UK,English
1623,Australia,Spanish
1624,Australia,English
1625,UK,Italian
1626,Spain,Italian
1627,Germany,Italian
1628,Canada,Spanish
1629,UK,German
1630,Canada,French
1631,Spain,German
1632,UK,English
1633,Spain,Spanish
1634,USA,German
1635,Germany,French
1636,Canada,German
1637,France,English
1638,USA,English
1639,Italy,Spanish
1640,Italy,French
1641,Italy,Spanish
1642,Italy,German
1643,Sweden,Spanish
1644,Canada,Spanish
1645,Australia,French
1646,UK,Spanish
1647,Canada,English
1648,France,English
1649,Spain,German
1650,Canada,English
1651,Spain,French
1652,Italy,French
1653,Canada,Italian
1654,Canada,German
1655,Australia,Italian
1656,Netherlands,English
1657,Italy,French
1658,Australia,Spanish
1659,UK,English
1660,Canada,German
1661,Germany,French
1662,Italy,Italian
1663,Sweden,German
1664,France,German
1665,Germany,English
1666,USA,Spanish
1667,Australia,Italian
1668,Netherlands,French
1669,USA,German
1670,USA,Spanish
1671,Canada,German
1672,Australia,Spanish
1673,Germany,English
1674,USA,French
1675,UK,German
1676,Canada,Spanish
1677,Canada,German
1678,Italy,Spanish
1679,Netherlands,German
1680,Canada,Italian
1681,Italy,French
1682,Spain,Spanish
1683,Spain,French
1684,Netherlands,English
1685,France,Spanish
1686,Netherlands,German
1687,Germany,German
1688,Australia,English
1689,UK,English
1690,Canada,German
1691,Sweden,Spanish
1692,Australia,French
1693,Sweden,English
1694,Italy,Italian
1695,Italy,Italian
1696,Netherlands,Italian
1697,Germany,Spanish
1698,France,English
1699,Italy,English
1700,Sweden,Italian
1701,Sweden,Italian
1702,Australia,French
1703,Canada,Spanish
1704,UK,French
1705,Germany,French
1706,UK,English
1707,Italy,English
1708,Italy,French
1709,UK,Italian
1710,France,German
1711,Canada,English
1712,Italy,Italian
1713,Italy,Italian
1714,Spain,German
1715,Sweden,Spanish
1716,USA,Italian
1717,Australia,Italian
1718,Italy,English
1719,Italy,French
1720,UK,Italian
1721,Australia,Italian
1722,Canada,English
1723,Australia,English
1724,France,Italian
1725,Spain,Spanish
1726,France,Spanish
1727,Netherlands,Italian
1728,Australia,Spanish
1729,USA,French
1730,France,Spanish
1731,UK,Italian
1732,Australia,Spanish
1733,USA,Spanish
1734,Spain,French
1735,USA,Spanish
1736,France,German
1737,USA,German
1738,France,German
1739,France,Spanish
1740,Canada,French
1741,UK,German
1742,Netherlands,German
1743,France,Spanish
1744,Australia,English
1745,Germany,Spanish
1746,Germany,Spanish
1747,Netherlands,Italian
1748,Spain,English
1749,Sweden,French
1750,Canada,German
1751,Sweden,Spanish
1752,UK,Italian
1753,Australia,English
1754,UK,French
1755,Germany,English
1756,Germany,English
1757,Netherlands,English
1758,Spain,French
1759,France,German
1760,Netherlands,Italian
1761,Italy,English
1762,USA,French
1763,Spain,Spanish
1764,Australia,Spanish
1765,UK,Spanish
1766,Australia,Italian
1767,Spain,German
1768,UK,German
1769,Canada,German
1770,USA,Spanish
1771,USA,French
1772,Australia,French
1773,Germany,French
1774,Germany,German
1775,Italy,Italian
1776,USA,English
1777,Netherlands,French
1778,UK,Italian
1779,USA,French
1780,France,Italian
1781,France,German
1782,Italy,Spanish
1783,Spain,Spanish
1784,France,French
1785,Netherlands,German
1786,Sweden,Italian
1787,Italy,Italian
1788,Canada,English
1789,Sweden,German
1790,Sweden,Italian
1791,Australia,German
1792,France,English
1793,Netherlands,English
1794,Spain,German
1795,Spain,German
1796,France,German
1797,Germany,French
1798,Sweden,French
1799,USA,Italian
1800,Italy,German
1801,UK,English
1802,Netherlands,German
1803,France,Spanish
1804,Italy,Spanish
1805,USA,Italian
1806,Australia,French
1807,Spain,French
1808,Sweden,Spanish
1809,Spain,Italian
1810,France,French
1811,Sweden,French
1812,France,English
1813,Netherlands,French
1814,France,Italian
1815,UK,German
1816,Canada,French
1817,Spain,French
1818,France,Spanish
1819,Spain,German
1820,France,Italian
1821,France,Spanish
1822,Canada,Spanish
1823,USA,Italian
1824,Australia,Italian
1825,Canada,Spanish
1826,Germany,Italian
1827,Canada,Spanish
1828,Sweden,German
1829,Italy,English
1830,UK,French
1831,Germany,German
1832,Italy,Italian
1833,Netherlands,French
1834,Spain,French
1835,Canada,Spanish
1836,Spain,French
1837,Spain,English
1838,USA,Spanish
1839,France,French
1840,UK,Italian
1841,UK,Spanish
1842,Canada,French
1843,Australia,Spanish
1844,Italy,Spanish
1845,Italy,Spanish
1846,Italy,English
1847,USA,Italian
1848,Germany,German
1849,USA,German
1850,Sweden,French
1851,USA,English
1852,Germany,French
1853,Spain,German
1854,UK,English
1855,Italy,Italian
1856,Australia,German
1857,UK,English
1858,USA,German
1859,France,Spanish
1860,Sweden,Italian
1861,Sweden,German
1862,Italy,French
1863,Spain,Spanish
1864,Spain,French
1865,UK,Spanish
1866,USA,French
1867,Germany,French
1868,Germany,English
1869,Australia,Italian
1870,UK,English
1871,Spain,English
1872,Italy,German
1873,Sweden,Italian
1874,USA,Italian
1875,USA,English
1876,USA,English
1877,Canada,Spanish
1878,Netherlands,Spanish
1879,Canada,Italian
1880,France,Spanish
1881,UK,French
1882,USA,German
1883,Italy,English
1884,Sweden,German
1885,Australia,Italian
1886,UK,Spanish
1887,Canada,Italian
1888,Australia,English
1889,France,English
1890,Canada,Spanish
1891,Germany,Italian
1892,Germany,German
1893,Sweden,French
1894,Spain,Spanish
1895,France,French
1896,USA,Italian
1897,Netherlands,French
1898,Netherlands,German
1899,Germany,English
1900,USA,English
1901,Canada,Italian
1902,Netherlands,French
1903,Canada,Italian
1904,Canada,English
1905,France,French
1906,Netherlands,German
1907,France,Spanish
1908,USA,English
1909,UK,English
1910,France,German
1911,Spain,Spanish
1912,Canada,English
1913,USA,English
1914,UK,French
1915,Spain,German
1916,Netherlands,Italian
1917,France,English
1918,Spain,German
1919,UK,English
1920,Italy,Spanish
1921,Netherlands,German
1922,Italy,Spanish
1923,Italy,French
1924,Canada,French
1925,USA,French
1926,Canada,Spanish
1927,Australia,Spanish
1928,Australia,Spanish
1929,UK,Italian
1930,Italy,German
1931,Australia,English
1932,UK,Spanish
1933,Netherlands,English
1934,Italy,Spanish
1935,USA,English
1936,France,German
1937,USA,Italian
1938,Australia,Italian
1939,Germany,German
1940,Sweden,Italian
1941,Australia,English
1942,Italy,French
1943,Netherlands,German
1944,Italy,French
1945,Sweden,Italian
1946,USA,English
1947,UK,Italian
1948,Netherlands,Spanish
1949,UK,English
1950,Netherlands,German
1951,Germany,German
1952,France,English
1953,Sweden,French
1954,Sweden,Spanish
1955,Italy,French
1956,Canada,Spanish
1957,Netherlands,Italian
1958,Netherlands,English
1959,Netherlands,Spanish
1960,Spain,English
1961,Netherlands,English
1962,Canada,Spanish
1963,Italy,English
1964,Sweden,Italian
1965,USA,English
1966,Australia,Italian
1967,France,Italian
1968,Sweden,French
1969,Netherlands,German
1970,Spain,English
1971,Germany,Spanish
1972,Spain,Italian
1973,Australia,Italian
1974,Netherlands,German
1975,Netherlands,English
1976,Canada,French
1977,USA,German
1978,Spain,German
1979,Sweden,Italian
1980,Spain,English
1981,USA,French
1982,Netherlands,French
1983,Italy,English
1984,France,Italian
1985,Germany,French
1986,Canada,Spanish
1987,Germany,Spanish
1988,Germany,German
1989,Canada,Spanish
1990,USA,Italian
1991,Canada,Spanish
1992,Netherlands,Italian
1993,Sweden,French
1994,Netherlands,English
1995,Sweden,English
1996,Sweden,Spanish
1997,Australia,Spanish
1998,Sweden,French
1999,Australia,French
2000,UK,English
